transaction_id,transaction_date,transaction_amount,account_number,category_id,type
54,3/27/2024,2504.64,1293812389,21001000,outgoing
55,12/25/2023,2752.78,1293812389,17018000,outgoing
56,2/22/2024,858.74,1293812389,19011000,outgoing
57,11/4/2023,1559.32,1293812389,22009000,outgoing
58,10/15/2023,468.73,1293812389,21001000,outgoing
59,1/26/2024,1810.66,1293812389,20015000,outgoing
60,12/1/2023,1998.3,1293812389,17018000,incoming
61,1/24/2024,1441.51,1293812389,18004000,outgoing
62,8/21/2023,44.1,1293812389,19013000,outgoing
63,2/15/2024,2678.23,1293812389,18004000,outgoing
64,9/12/2023,2443.87,1293812389,21001000,outgoing
65,9/10/2023,2238.67,1293812389,17007000,outgoing
66,8/3/2023,2556.39,1293812389,13005032,outgoing
67,11/26/2023,2686.66,1293812389,22009000,outgoing
68,4/26/2024,518.59,1293812389,20015000,outgoing
69,10/21/2023,1503.32,1293812389,19001000,outgoing
70,5/7/2024,865.4,1293812389,17007000,incoming
71,12/10/2023,927.81,1293812389,21001000,outgoing
72,2/4/2024,2503.14,1293812389,13005032,incoming
73,11/6/2023,870.35,1293812389,21001000,outgoing
74,10/7/2023,2315.27,1293812389,21001000,outgoing
75,10/5/2023,1431.88,1293812389,17006001,outgoing
76,3/3/2024,995.95,1293812389,13005032,outgoing
77,11/12/2023,2973.17,1293812389,13005032,outgoing
78,2/3/2024,2941.0,1293812389,22014000,outgoing
79,10/20/2023,1947.74,1293812389,18009000,outgoing
80,3/19/2024,2428.06,1293812389,22014000,outgoing
81,12/22/2023,2302.2,1293812389,17007000,outgoing
82,3/5/2024,611.39,1293812389,20015000,outgoing
83,1/7/2024,1105.81,1293812389,18009000,outgoing
84,9/21/2023,648.58,1293812389,20015000,incoming
85,10/1/2023,2838.87,1293812389,22014000,outgoing
86,8/10/2023,977.8,1293812389,22014000,outgoing
87,8/22/2023,446.28,1293812389,19011000,outgoing
88,8/13/2023,2092.33,1293812389,18030000,outgoing
89,10/21/2023,2184.82,1293812389,17018000,outgoing
90,4/6/2024,735.98,1293812389,22016000,outgoing
91,11/21/2023,253.56,1293812389,22016000,outgoing
92,10/31/2023,2066.39,1293812389,19013000,outgoing
93,1/3/2024,880.07,1293812389,19013000,outgoing
94,3/5/2024,1244.77,1293812389,17018000,outgoing
95,9/4/2023,1519.05,1293812389,19019000,outgoing
96,1/8/2024,1516.95,1293812389,17006001,outgoing
97,7/12/2023,2063.09,1293812389,17007000,outgoing
98,1/9/2024,826.29,1293812389,20015000,outgoing
99,9/8/2023,2637.57,1293812389,18004000,outgoing
100,12/5/2023,864.22,1293812389,17018000,outgoing
101,4/8/2024,1540.06,1293812389,22014000,outgoing
102,2/24/2024,8.99,1293812389,17018000,outgoing
103,4/30/2024,2329.49,1293812389,19001000,outgoing
104,3/2/2024,2902.59,1293812389,22016000,incoming
105,7/7/2023,2440.36,1293812389,20015000,outgoing
106,1/15/2024,1222.54,1293812389,19013000,outgoing
107,9/26/2023,712.58,1293812389,22009000,outgoing
108,2/7/2024,96.9,1293812389,19013000,outgoing
109,3/14/2024,820.87,1293812389,19011000,outgoing
110,2/29/2024,361.41,1293812389,19001000,outgoing
111,3/8/2024,2910.41,1293812389,18004000,incoming
112,9/8/2023,2222.01,1293812389,13005032,outgoing
113,7/27/2023,1138.65,1293812389,19013000,incoming
114,3/22/2024,1413.35,1293812389,17018000,outgoing
115,3/7/2024,2497.11,1293812389,19013000,outgoing
116,9/22/2023,1091.0,1293812389,22014000,outgoing
117,2/18/2024,2005.78,1293812389,18009000,outgoing
118,3/20/2024,1928.11,1293812389,22016000,outgoing
119,10/25/2023,2951.71,1293812389,19013000,outgoing
120,8/8/2023,2704.16,1293812389,18030000,outgoing
121,8/7/2023,147.73,1293812389,17018000,outgoing
122,3/20/2024,1556.74,1293812389,22016000,outgoing
123,1/28/2024,1952.89,1293812389,22009000,outgoing
124,5/16/2024,2546.23,1293812389,18009000,outgoing
125,10/6/2023,127.46,1293812389,13005032,incoming
126,7/20/2023,2709.69,1293812389,19001000,incoming
127,12/5/2023,2603.0,1293812389,18030000,outgoing
128,9/16/2023,2752.5,1293812389,19011000,outgoing
129,12/21/2023,2011.03,1293812389,22009000,outgoing
130,1/13/2024,2307.58,1293812389,22009000,outgoing
131,2/5/2024,2994.58,1293812389,17007000,outgoing
132,4/10/2024,2695.32,1293812389,19011000,outgoing
133,11/10/2023,1100.52,1293812389,20015000,outgoing
134,10/30/2023,2936.14,1293812389,19019000,outgoing
135,1/19/2024,491.05,1293812389,21001000,outgoing
136,12/3/2023,1184.88,1293812389,19011000,outgoing
137,12/26/2023,2451.53,1293812389,21001000,outgoing
138,11/24/2023,1190.05,1293812389,20015000,outgoing
139,4/3/2024,1921.06,1293812389,18009000,outgoing
140,8/21/2023,2477.71,1293812389,20015000,outgoing
141,1/24/2024,2578.86,1293812389,17018000,outgoing
142,7/21/2023,302.39,1293812389,13005032,outgoing
143,11/28/2023,1218.12,1293812389,22014000,outgoing
144,10/7/2023,241.44,1293812389,22009000,outgoing
145,12/3/2023,1478.16,1293812389,19013000,outgoing
146,12/17/2023,2209.7,1293812389,17007000,outgoing
147,3/18/2024,1990.41,1293812389,18030000,incoming
148,1/24/2024,2845.35,1293812389,22014000,outgoing
149,8/11/2023,931.82,1293812389,20015000,outgoing
150,3/29/2024,255.16,1293812389,17007000,outgoing
151,1/1/2024,1123.94,1293812389,22014000,outgoing
152,12/1/2023,2472.36,1293812389,21001000,outgoing
153,11/21/2023,858.89,1293812389,19011000,outgoing
154,1/18/2024,2765.13,1293812389,13005032,outgoing
155,5/16/2024,1040.94,1293812389,18030000,outgoing
156,8/21/2023,1621.6,1293812389,22014000,outgoing
157,12/17/2023,1481.6,1293812389,19011000,outgoing
158,3/1/2024,1239.73,1293812389,13005032,outgoing
159,12/27/2023,2033.87,1293812389,17006001,outgoing
160,3/8/2024,351.52,1293812389,17018000,outgoing
161,12/15/2023,181.61,1293812389,13005032,outgoing
162,4/4/2024,1081.23,1293812389,19013000,outgoing
163,2/5/2024,401.5,1293812389,17018000,outgoing
164,5/1/2024,2410.18,1293812389,22009000,outgoing
165,9/2/2023,2072.32,1293812389,18004000,outgoing
166,3/4/2024,467.73,1293812389,13005032,outgoing
167,5/11/2024,2343.58,1293812389,21001000,outgoing
168,4/24/2024,2905.04,1293812389,19011000,outgoing
169,12/2/2023,35.62,1293812389,13005032,outgoing
170,2/3/2024,2237.87,1293812389,22014000,outgoing
171,7/18/2023,2832.92,1293812389,18009000,outgoing
172,12/18/2023,1519.96,1293812389,19001000,incoming
173,7/18/2023,2518.01,1293812389,19019000,outgoing
174,10/10/2023,2271.5,1293812389,19011000,outgoing
175,3/12/2024,1847.41,1293812389,22016000,outgoing
176,12/28/2023,445.04,1293812389,18030000,outgoing
177,2/1/2024,2704.2,1293812389,18030000,outgoing
178,11/20/2023,2847.38,1293812389,18030000,outgoing
179,3/14/2024,1811.41,1293812389,17018000,outgoing
180,12/11/2023,2392.82,1293812389,22009000,outgoing
181,2/21/2024,2000.45,1293812389,22016000,outgoing
182,9/2/2023,2020.36,1293812389,22009000,outgoing
183,12/21/2023,216.54,1293812389,22016000,outgoing
184,8/12/2023,548.2,1293812389,22009000,outgoing
185,1/10/2024,290.47,1293812389,17007000,outgoing
186,3/5/2024,1003.01,1293812389,18009000,outgoing
187,10/23/2023,762.66,1293812389,18009000,incoming
188,8/26/2023,1356.11,1293812389,19001000,outgoing
189,12/18/2023,2176.33,1293812389,21001000,outgoing
190,9/2/2023,563.01,1293812389,19019000,outgoing
191,10/6/2023,1914.71,1293812389,19013000,outgoing
192,8/16/2023,667.75,1293812389,19019000,outgoing
193,12/29/2023,355.45,1293812389,20015000,outgoing
194,11/10/2023,1266.71,1293812389,19001000,outgoing
195,10/12/2023,1357.59,1293812389,22014000,outgoing
196,1/27/2024,1671.63,1293812389,17006001,outgoing
197,11/20/2023,325.47,1293812389,17006001,outgoing
198,9/27/2023,1464.09,1293812389,18004000,incoming
199,3/27/2024,301.2,1293812389,22016000,outgoing
200,7/7/2023,2283.12,1293812389,19019000,outgoing
201,12/28/2023,2564.11,1293812389,22014000,outgoing
202,1/24/2024,521.54,1293812389,19013000,outgoing
203,12/15/2023,2799.15,1293812389,20015000,outgoing
204,8/31/2023,1514.26,1293812389,19013000,incoming
205,11/26/2023,193.16,1293812389,19013000,outgoing
206,2/19/2024,2752.04,1293812389,17018000,outgoing
207,11/28/2023,300.94,1293812389,18004000,outgoing
208,11/10/2023,1253.42,1293812389,19013000,outgoing
209,7/19/2023,720.54,1293812389,22014000,incoming
210,5/7/2024,695.14,1293812389,17006001,outgoing
211,8/7/2023,1827.82,1293812389,13005032,outgoing
212,4/30/2024,2494.34,1293812389,18009000,outgoing
213,2/22/2024,1206.51,1293812389,20015000,outgoing
214,2/28/2024,862.07,1293812389,17018000,outgoing
215,1/18/2024,1528.35,1293812389,17018000,outgoing
216,5/12/2024,664.88,1293812389,20015000,outgoing
217,10/5/2023,690.6,1293812389,17018000,outgoing
218,10/7/2023,1253.97,1293812389,22014000,outgoing
219,8/10/2023,1972.56,1293812389,17018000,outgoing
220,11/24/2023,2101.63,1293812389,21001000,outgoing
221,3/31/2024,769.4,1293812389,13005032,outgoing
222,1/3/2024,1024.47,1293812389,22016000,outgoing
223,1/10/2024,2595.27,1293812389,18030000,outgoing
224,10/21/2023,1401.89,1293812389,22014000,outgoing
225,9/27/2023,2997.47,1293812389,22014000,outgoing
226,3/3/2024,2469.57,1293812389,22016000,outgoing
227,7/19/2023,2836.64,1293812389,22009000,outgoing
228,11/16/2023,1573.06,1293812389,18009000,outgoing
229,4/23/2024,335.89,1293812389,19011000,outgoing
230,8/8/2023,1634.57,1293812389,19001000,outgoing
231,8/20/2023,2398.44,1293812389,21001000,outgoing
232,2/15/2024,1532.03,1293812389,18009000,outgoing
233,1/24/2024,2885.75,1293812389,22014000,outgoing
234,7/21/2023,2555.73,1293812389,17018000,outgoing
235,8/7/2023,2813.34,1293812389,18004000,outgoing
236,10/24/2023,770.9,1293812389,18004000,outgoing
237,7/16/2023,97.75,1293812389,19013000,outgoing
238,2/20/2024,2681.58,1293812389,19019000,outgoing
239,7/21/2023,343.85,1293812389,17006001,outgoing
240,8/28/2023,1394.57,1293812389,21001000,incoming
241,1/7/2024,1298.39,1293812389,18004000,outgoing
242,1/15/2024,270.68,1293812389,20015000,outgoing
243,11/2/2023,623.61,1293812389,19011000,outgoing
244,11/12/2023,1401.77,1293812389,17006001,outgoing
245,5/6/2024,1115.82,1293812389,19019000,outgoing
246,3/2/2024,318.02,1293812389,19013000,outgoing
247,3/23/2024,2074.22,1293812389,18009000,outgoing
248,7/29/2023,592.26,1293812389,19019000,outgoing
249,8/8/2023,2564.89,1293812389,13005032,outgoing
250,4/26/2024,2572.8,1293812389,18004000,outgoing
251,1/27/2024,1038.79,1293812389,19011000,outgoing
252,12/19/2023,600.21,1293812389,21001000,outgoing
253,9/9/2023,101.97,1293812389,13005032,incoming
254,9/2/2023,2831.31,1293812389,17007000,outgoing
255,2/13/2024,2613.21,1293812389,18004000,outgoing
256,12/7/2023,429.09,1293812389,19011000,outgoing
257,8/8/2023,236.26,1293812389,19001000,outgoing
258,1/10/2024,2353.47,1293812389,22009000,outgoing
259,8/5/2023,2862.23,1293812389,18030000,outgoing
260,4/4/2024,588.27,1293812389,13005032,outgoing
261,10/12/2023,279.63,1293812389,13005032,outgoing
262,3/4/2024,1089.22,1293812389,17018000,outgoing
263,12/4/2023,204.9,1293812389,22014000,outgoing
264,8/31/2023,2364.09,1293812389,18004000,outgoing
265,8/8/2023,447.62,1293812389,22014000,outgoing
266,10/30/2023,1833.24,1293812389,22014000,outgoing
267,3/3/2024,1725.98,1293812389,20015000,outgoing
268,4/15/2024,1804.91,1293812389,20015000,outgoing
269,12/6/2023,533.17,1293812389,13005032,outgoing
270,2/4/2024,2650.65,1293812389,19019000,outgoing
271,11/15/2023,644.04,1293812389,22014000,incoming
272,2/11/2024,21.33,1293812389,19013000,outgoing
273,9/2/2023,1990.28,1293812389,19001000,outgoing
274,1/26/2024,2289.88,1293812389,13005032,outgoing
275,11/18/2023,689.0,1293812389,22009000,outgoing
276,4/23/2024,2975.18,1293812389,18004000,outgoing
277,9/22/2023,999.98,1293812389,19013000,outgoing
278,8/5/2023,2868.82,1293812389,21001000,outgoing
279,8/2/2023,534.02,1293812389,18004000,outgoing
280,7/10/2023,1357.16,1293812389,13005032,outgoing
281,3/8/2024,2955.2,1293812389,22016000,outgoing
282,2/28/2024,1402.3,1293812389,19011000,outgoing
283,1/1/2024,2150.57,1293812389,17007000,outgoing
284,9/19/2023,406.45,1293812389,13005032,outgoing
285,3/6/2024,925.3,1293812389,18004000,incoming
286,9/11/2023,379.46,1293812389,21001000,incoming
287,10/30/2023,1571.97,1293812389,22014000,incoming
288,3/17/2024,1979.47,1293812389,18030000,outgoing
289,10/1/2023,240.2,1293812389,17007000,outgoing
290,2/17/2024,1751.82,1293812389,22016000,incoming
291,2/10/2024,2880.87,1293812389,19011000,incoming
292,3/9/2024,2454.06,1293812389,17018000,incoming
293,7/22/2023,1004.23,1293812389,19001000,outgoing
294,8/4/2023,2423.91,1293812389,17007000,outgoing
295,10/29/2023,2059.32,1293812389,18004000,outgoing
296,7/14/2023,2864.73,1293812389,22016000,outgoing
297,1/26/2024,1234.45,1293812389,19001000,outgoing
298,3/25/2024,984.71,1293812389,18004000,outgoing
299,7/9/2023,1821.88,1293812389,17018000,outgoing
300,11/5/2023,1791.08,1293812389,19001000,outgoing
301,1/17/2024,2341.51,1293812389,22009000,outgoing
302,10/22/2023,2534.15,1293812389,19013000,incoming
303,2/16/2024,2090.46,1293812389,18030000,outgoing
304,12/22/2023,1184.9,1293812389,22016000,outgoing
305,9/21/2023,1676.54,1293812389,17018000,outgoing
306,4/28/2024,816.38,1293812389,13005032,outgoing
307,1/25/2024,2227.94,1293812389,21001000,outgoing
308,11/26/2023,310.45,1293812389,17006001,outgoing
309,8/21/2023,496.66,1293812389,20015000,incoming
310,11/28/2023,588.35,1293812389,22016000,outgoing
311,3/6/2024,1753.87,1293812389,17006001,outgoing
312,11/29/2023,2828.54,1293812389,18009000,incoming
313,8/1/2023,1069.41,1293812389,17007000,outgoing
314,7/18/2023,1216.49,1293812389,19011000,outgoing
315,10/6/2023,2735.91,1293812389,19011000,outgoing
316,9/14/2023,1693.29,1293812389,13005032,outgoing
317,11/16/2023,2229.57,1293812389,19019000,outgoing
318,10/18/2023,1215.14,1293812389,22014000,outgoing
319,11/11/2023,1260.97,1293812389,17018000,outgoing
320,5/8/2024,1259.47,1293812389,17006001,outgoing
321,2/4/2024,538.18,1293812389,17018000,outgoing
322,7/11/2023,907.7,1293812389,17006001,outgoing
323,3/15/2024,1898.0,1293812389,17007000,outgoing
324,1/20/2024,1563.16,1293812389,22016000,outgoing
325,8/17/2023,1170.77,1293812389,18009000,incoming
326,2/19/2024,2827.39,1293812389,19011000,outgoing
327,11/15/2023,2403.82,1293812389,19011000,outgoing
328,11/14/2023,2659.5,1293812389,13005032,outgoing
329,4/1/2024,2452.63,1293812389,22009000,outgoing
330,7/15/2023,1042.21,1293812389,18009000,incoming
331,11/11/2023,620.53,1293812389,20015000,outgoing
332,4/9/2024,960.64,1293812389,17018000,outgoing
333,3/19/2024,1954.77,1293812389,17006001,outgoing
334,10/29/2023,389.6,1293812389,20015000,outgoing
335,4/24/2024,1887.95,1293812389,17006001,outgoing
336,11/11/2023,147.86,1293812389,19013000,outgoing
337,7/7/2023,1104.86,1293812389,17006001,outgoing
338,1/2/2024,1811.78,1293812389,18009000,outgoing
339,5/3/2024,6.07,1293812389,21001000,outgoing
340,7/20/2023,800.91,1293812389,13005032,outgoing
341,12/24/2023,2933.64,1293812389,19019000,outgoing
342,3/27/2024,2739.3,1293812389,13005032,outgoing
343,9/22/2023,962.87,1293812389,19001000,outgoing
344,7/27/2023,1889.21,1293812389,19019000,outgoing
345,2/24/2024,694.49,1293812389,18004000,outgoing
346,2/13/2024,963.77,1293812389,17007000,outgoing
347,11/20/2023,375.81,1293812389,18030000,outgoing
348,4/13/2024,583.37,1293812389,22016000,outgoing
349,10/14/2023,1442.95,1293812389,17007000,outgoing
350,11/14/2023,512.22,1293812389,17007000,outgoing
351,11/23/2023,649.06,1293812389,20015000,outgoing
352,10/13/2023,1865.6,1293812389,18009000,incoming
353,10/5/2023,1596.17,1293812389,17006001,outgoing
354,2/2/2024,246.46,1293812389,17007000,outgoing
355,10/13/2023,2430.78,1293812389,18009000,outgoing
356,4/18/2024,40.38,1293812389,19019000,outgoing
357,2/28/2024,1261.25,1293812389,20015000,outgoing
358,5/2/2024,1609.7,1293812389,19011000,outgoing
359,3/14/2024,1052.53,1293812389,13005032,outgoing
360,7/16/2023,1277.89,1293812389,22016000,outgoing
361,8/31/2023,1748.02,1293812389,18009000,outgoing
362,7/20/2023,1166.01,1293812389,13005032,outgoing
363,8/14/2023,2829.29,1293812389,17018000,outgoing
364,2/27/2024,578.61,1293812389,17007000,outgoing
365,1/11/2024,589.32,1293812389,18030000,outgoing
366,7/30/2023,1529.68,1293812389,19011000,incoming
367,10/1/2023,2830.76,1293812389,18004000,outgoing
368,3/10/2024,1462.3,1293812389,22014000,outgoing
369,10/8/2023,2646.01,1293812389,18004000,outgoing
370,11/16/2023,2684.81,1293812389,19011000,outgoing
371,1/7/2024,624.64,1293812389,18009000,outgoing
372,12/5/2023,2620.75,1293812389,18009000,outgoing
373,11/30/2023,2179.38,1293812389,21001000,outgoing
374,4/1/2024,483.2,1293812389,19011000,outgoing
375,1/23/2024,179.4,1293812389,17007000,outgoing
376,11/11/2023,150.81,1293812389,22016000,outgoing
377,12/18/2023,2379.05,1293812389,22014000,outgoing
378,1/18/2024,22.8,1293812389,19011000,outgoing
379,3/6/2024,2379.09,1293812389,20015000,outgoing
380,5/14/2024,1055.2,1293812389,17006001,incoming
381,7/13/2023,1433.65,1293812389,13005032,outgoing
382,8/13/2023,2689.39,1293812389,19011000,outgoing
383,1/9/2024,1302.35,1293812389,20015000,outgoing
384,1/20/2024,1812.43,1293812389,18004000,outgoing
385,1/23/2024,418.81,1293812389,22016000,outgoing
386,10/11/2023,2459.81,1293812389,22016000,outgoing
387,7/17/2023,2696.13,1293812389,18004000,outgoing
388,11/6/2023,1663.58,1293812389,21001000,outgoing
389,11/4/2023,1028.26,1293812389,22016000,outgoing
390,10/6/2023,37.34,1293812389,19011000,outgoing
391,12/18/2023,921.67,1293812389,22014000,outgoing
392,7/29/2023,858.36,1293812389,19019000,outgoing
393,7/22/2023,887.17,1293812389,19001000,outgoing
394,11/3/2023,2552.01,1293812389,19019000,outgoing
395,10/17/2023,1501.45,1293812389,19013000,outgoing
396,8/29/2023,2548.55,1293812389,17007000,outgoing
397,7/30/2023,2980.59,1293812389,17018000,outgoing
398,12/14/2023,1014.35,1293812389,21001000,outgoing
399,9/25/2023,1027.96,1293812389,17018000,outgoing
400,10/15/2023,1724.19,1293812389,18004000,incoming
401,2/1/2024,1902.79,1293812389,22014000,outgoing
402,8/24/2023,848.97,1293812389,18004000,outgoing
403,7/28/2023,2716.46,1293812389,18004000,outgoing
404,8/15/2023,1449.37,1293812389,19011000,incoming
405,11/22/2023,111.18,1293812389,21001000,outgoing
406,10/18/2023,656.83,1293812389,22009000,outgoing
407,4/11/2024,2755.54,1293812389,19001000,incoming
408,4/17/2024,1012.0,1293812389,22016000,outgoing
409,12/10/2023,1205.93,1293812389,17007000,outgoing
410,12/24/2023,1569.81,1293812389,22014000,outgoing
411,3/25/2024,2768.85,1293812389,19001000,outgoing
412,9/2/2023,29.32,1293812389,19011000,outgoing
413,9/11/2023,2419.5,1293812389,18030000,outgoing
414,3/13/2024,1309.06,1293812389,19013000,outgoing
415,4/7/2024,569.2,1293812389,18009000,outgoing
416,5/14/2024,515.5,1293812389,22014000,outgoing
417,10/30/2023,1035.23,1293812389,18004000,outgoing
418,9/30/2023,2055.67,1293812389,19019000,outgoing
419,9/24/2023,353.77,1293812389,19013000,outgoing
420,9/14/2023,1946.96,1293812389,17018000,outgoing
421,2/4/2024,2386.18,1293812389,19019000,outgoing
422,3/27/2024,1347.96,1293812389,22016000,outgoing
423,4/13/2024,1260.16,1293812389,19013000,outgoing
424,1/30/2024,1367.53,1293812389,17007000,outgoing
425,12/30/2023,202.51,1293812389,13005032,outgoing
426,10/15/2023,344.29,1293812389,22014000,outgoing
427,2/28/2024,2790.65,1293812389,19011000,outgoing
428,9/17/2023,2682.61,1293812389,19013000,incoming
429,1/7/2024,2699.35,1293812389,19019000,outgoing
430,4/10/2024,787.35,1293812389,19001000,incoming
431,12/4/2023,183.82,1293812389,17007000,outgoing
432,10/2/2023,473.47,1293812389,17006001,outgoing
433,11/4/2023,1034.17,1293812389,19001000,outgoing
434,5/4/2024,943.07,1293812389,19011000,incoming
435,7/25/2023,412.88,1293812389,19011000,incoming
436,1/17/2024,146.08,1293812389,22016000,outgoing
437,7/26/2023,1059.78,1293812389,18004000,outgoing
438,8/29/2023,2270.24,1293812389,17006001,incoming
439,3/11/2024,894.23,1293812389,17018000,outgoing
440,11/10/2023,52.58,1293812389,19013000,outgoing
441,12/11/2023,671.77,1293812389,19013000,outgoing
442,9/1/2023,1019.5,1293812389,22014000,outgoing
443,9/19/2023,523.35,1293812389,18009000,outgoing
444,3/6/2024,1172.23,1293812389,17006001,outgoing
445,7/30/2023,550.65,1293812389,18004000,outgoing
446,4/21/2024,2746.04,1293812389,21001000,incoming
447,8/12/2023,1428.19,1293812389,17007000,incoming
448,12/30/2023,1728.09,1293812389,18009000,outgoing
449,7/24/2023,1699.99,1293812389,22014000,outgoing
450,8/16/2023,1511.85,1293812389,22009000,outgoing
451,10/9/2023,828.8,1293812389,21001000,incoming
452,10/9/2023,2552.85,1293812389,13005032,outgoing
453,3/16/2024,2964.88,1293812389,19011000,outgoing
454,11/18/2023,2353.04,1293812389,22009000,outgoing
455,5/12/2024,658.92,1293812389,22014000,outgoing
456,5/11/2024,1410.64,1293812389,18009000,outgoing
457,2/27/2024,2260.3,1293812389,19011000,outgoing
458,2/28/2024,939.72,1293812389,19001000,outgoing
459,3/17/2024,2918.8,1293812389,19011000,outgoing
460,12/7/2023,752.01,1293812389,13005032,outgoing
461,3/22/2024,1529.58,1293812389,21001000,incoming
462,7/17/2023,821.02,1293812389,18004000,outgoing
463,5/8/2024,1271.91,1293812389,19011000,outgoing
464,3/7/2024,1886.56,1293812389,17007000,incoming
465,12/13/2023,795.04,1293812389,18009000,outgoing
466,8/15/2023,874.23,1293812389,17007000,outgoing
467,2/15/2024,899.36,1293812389,22009000,outgoing
468,12/4/2023,2708.45,1293812389,21001000,outgoing
469,10/10/2023,2451.29,1293812389,22009000,outgoing
470,10/25/2023,1015.76,1293812389,17007000,incoming
471,4/28/2024,615.37,1293812389,17018000,outgoing
472,5/14/2024,2749.98,1293812389,18004000,outgoing
473,3/12/2024,2520.88,1293812389,19011000,outgoing
474,10/11/2023,2583.44,1293812389,19001000,outgoing
475,8/28/2023,2808.59,1293812389,22016000,outgoing
476,7/29/2023,2355.12,1293812389,17007000,outgoing
477,3/4/2024,1530.27,1293812389,22014000,incoming
478,3/20/2024,1500.76,1293812389,22016000,outgoing
479,5/17/2024,2838.86,1293812389,22009000,outgoing
480,5/4/2024,2821.38,1293812389,19019000,incoming
481,11/8/2023,1699.85,1293812389,22014000,outgoing
482,12/13/2023,2827.71,1293812389,22009000,outgoing
483,9/12/2023,2333.66,1293812389,19019000,outgoing
484,1/17/2024,7.49,1293812389,19001000,outgoing
485,11/19/2023,2452.47,1293812389,17007000,outgoing
486,1/10/2024,2847.45,1293812389,18004000,outgoing
487,7/16/2023,2391.03,1293812389,13005032,outgoing
488,8/30/2023,340.73,1293812389,17018000,outgoing
489,7/20/2023,719.84,1293812389,21001000,outgoing
490,3/14/2024,360.52,1293812389,20015000,outgoing
491,5/9/2024,1831.4,1293812389,18030000,outgoing
492,1/21/2024,598.31,1293812389,17007000,outgoing
493,2/28/2024,2788.76,1293812389,18030000,outgoing
494,4/20/2024,718.87,1293812389,13005032,outgoing
495,8/1/2023,1167.44,1293812389,22014000,incoming
496,12/17/2023,1343.36,1293812389,22009000,outgoing
497,4/23/2024,1164.03,1293812389,18009000,outgoing
498,10/4/2023,2644.56,1293812389,20015000,outgoing
499,1/25/2024,2848.6,1293812389,19013000,outgoing
500,2/19/2024,811.08,1293812389,17018000,outgoing
501,7/19/2023,885.24,1293812389,19011000,incoming
502,4/9/2024,2561.75,1293812389,20015000,outgoing
503,3/6/2024,1367.4,1293812389,22009000,outgoing
504,12/11/2023,1445.81,1293812389,18009000,outgoing
505,3/21/2024,174.45,1293812389,18009000,outgoing
506,1/8/2024,1957.21,1293812389,20015000,outgoing
